序号,题干,选项,来源,同一题干条数,记录ID,图片(待填路径),备注
789,夜间驾车经过没有信号灯控制的交叉口时，如何使用灯光？,开启远光灯 | 开启危险报警闪光灯 | 交替使用远近光灯 | 开启近光灯,题库缺图,1,q_Opw2pQL-xl5d,,
790,夜间驾驶机动车确需超车时，应长时间开启远光灯提示前方车辆己车的超车意图。,正确 | 错误,题库缺图,1,q_uBQnvD5BY8jm,,
791,夜间驾驶机动车遇图中交叉路口，不管有无车辆和行人横过路口，都要开启远光灯提示。,正确 | 错误,题库缺图,1,q_KPR_RFUE9LLs,,
792,如何通过这种交叉路口？,鸣笛催促 | 保持速度通过 | 减速慢行 | 加速通过,题库缺图,1,q_Wk2_pwx_a-WR,,
793,如图所示停放机动车是什么违法行为？,停车占用人行道 | 在公共汽车站停车 | 在有禁停标志路段停车 | 在非机动车道停车,题库缺图,1,q_hW1_XG6mlGCX,,
794,如图所示，A车具有优先通行权。,正确 | 错误,题库缺图,1,q_NVuzo0UA_1ao,,
795,如图所示，A车可以从左侧超越B车。,正确 | 错误,题库缺图,1,q_wSARVv1zxH8p,,
796,如图所示，A车在此处停车是可以的。,正确 | 错误,题库缺图,1,q_D0kJuItv3Aoj,,
797,如图所示，A车在此时进入左侧车道是因为进入实线区不得变更车道。,正确 | 错误,题库缺图,1,q_EMLZWQSMrOy7,,
798,如图所示，A车在这种情况下，应适当减速。,正确 | 错误,题库缺图,1,q_7EZLgtc7M9B6,,
799,如图所示，A车应负事故全部责任。,正确 | 错误,题库缺图,1,q_UPFzZHJBgwwc,,
800,如图所示，A车欲左转，该驾驶人存在的违法行为是什么？,压实线变更车道 | 穿插等候车辆 | 未按规定车道行驶 | 违反交通信号灯行驶,残缺队列+题库缺图,1,"q_d4GqzZo_vT7-,qi_item_c6qN7r1lLMpS",,
801,如图所示，A车若想左转，以下做法正确的是什么？,直行通过，重新选择行驶路线 | 从直行车道左转 | 直接变更到左转车道 | 向右转弯，重新选择行驶路线,残缺队列+题库缺图,1,"q_Hf6rSTxls4Xa,qi_item_fFuW2rCd3w-4",,
802,如图所示，A车要在前方掉头行驶，可以在此处变换车道，进入左侧车道准备掉头。,正确 | 错误,题库缺图,1,q_-703pskcWFbY,,
803,如图所示，A车负事故全部责任。,正确 | 错误,题库缺图,1,q_vsVKqNu4PF3X,,
804,如图所示，A车货物掉落，导致B车与掉落货物发生碰撞，以下说法正确的是什么？,B车自负责任 | A车负全部责任 | 各负一半责任 | 偶然事件，不可避免,残缺队列+题库缺图,1,"q_tI6njcsH8un5,qi_item_xKaoemEPK3H0",,
805,如图所示，B车具有优先通行权。,正确 | 错误,题库缺图,1,q_68d6_PzaAAxQ,,
806,如图所示，以下哪种情况可以超,如图中A所示 | 如图中B所示 | 如图中C所示 | 如图中D所示,题库缺图,1,q_X2VlLTZXSH1j,,
807,如图所示，以下哪种情况可以超车？,如图中A所示 | 如图中B所示 | 如图中C所示 | 如图中D所示,题库缺图,1,q_hQEg-HS-Hiy5,,
808,如图所示，前方路口这种信号灯亮表示什么意思？,路口警示 | 加速直行 | 加速左转 | 禁止右转,题库缺图,1,q_Y8qyIJUpmcsh,,
809,如图所示，前方车辆驶过窄桥后，我方车辆可以在前方桥梁处停车。,正确 | 错误,题库缺图,1,q_iuYfmlfBAwQZ,,
810,如图所示，发生环岛交通事故，A车负次要责任。,正确 | 错误,题库缺图,1,q_TyYfuz-AsGiz,,
811,如图所示，可以从这个位置直接断驶入高速公路行车道。,正确 | 错误,题库缺图,1,q_8zqfrDQF80gi,,
812,如图所示，可以从这个位置直接驶入高速公路行车道。,正确 | 错误,题库缺图,1,q_Zls-Hcdlucc6,,
813,如图所示，图中B车具有优先通行权。,正确 | 错误,题库缺图,1,q_WskU7RBwg-D5,,
814,如图所示，图中红车停车的违法行为是（ ）。,在非机动车道停车 | 在人行横道上停车 | 距离路边超过30厘米 | 在有禁停标线路段停车,题库缺图,1,q_NPf3mBRWxd_H,,
815,如图所示，在交叉路口遇到这种情况享有优先通行权。,正确 | 错误,题库缺图,1,q_YghRefVuEb95,,
816,如图所示，在交叉路口遇到这种情况时，应在停止线前等待，不可加速通过路口。,正确 | 错误,题库缺图,1,q_HRnf_xD6jC7v,,
817,如图所示，在划有道路中心线的道路上会车时，应保持安全车速、不越线行驶。,正确 | 错误,题库缺图,1,q_j2XM-xVfhl1W,,
818,如图所示，在前方路口可以掉头。,正确 | 错误,题库缺图,1,q_lGM0LJ0eDbJ6,,
819,如图所示，在同方向三条机动车道的高速公路中间车道行驶，车速不能低于多少公里？,60公里/小时 | 90公里/小时 | 100公里/小时 | 110公里/小时,残缺队列+题库缺图,1,"q_YTGeug72VQFs,qi_item_jdbyuHLjeUPw",,
820,如图所示，在同方向三条机动车道的高速公路最右侧车道行驶，车速不能低于多少？,60公里/小时 | 80公里/小时 | 100公里/小时 | 110公里/小时,残缺队列+题库缺图,1,"q_dE-DSvdD-Xmg,qi_item_qrgSH-xBCsZR",,
821,如图所示，在同方向两条机动车道的高速公路左侧车道行驶，应保持什么车速？,60公里/小时-120公里/小时 | 90公里/小时-110公里/小时 | 100公里/小时-120公里/小时 | 110公里/小时-120公里/小时,残缺队列+题库缺图,1,"q_aaI4KUKcq-Fq,qi_item_OqzxzqHfdTLK",,
822,如图所示，在没有中心线的道路上遇对向来车时，应怎样行驶？,减速靠右通行 | 借非机动车道行驶 | 骑轧路侧白线行驶 | 靠路中心行驶,残缺队列+题库缺图,1,"q_3_D5WC0SY9xp,qi_item_2r-hN-PW428-",,
823,如图所示，在没有中心隔离设施或没有中心线的道路上会车时，以下错误的做法是什么？,减速靠右行驶 | 驶近会车地点过程中降低车速 | 预留足够横向安全距离 | 加速通过,残缺队列+题库缺图,1,"q_gYb1Spl7wtNw,qi_item_Q9OFKtLD2DpE",,
824,如图所示，在没有划分道路中心线的道路上行驶，会车时必须减速靠右通过。,正确 | 错误,题库缺图,1,q_eO4t169rQXdh,,
825,如图所示，在没有道路中心线的狭窄山路应怎样会车？,速度慢的车辆先行 | 重量大的车辆先行 | 靠山体的一方先行 | 不靠山体的一方先行,题库缺图,1,q_aUF70cRlTuOU,,
826,如图所示，在超车过程中，遇对向有来车时要放弃超车是因为什么？,对向来车车速快 | 我方车辆提速太慢 | 如继续超车，易与对面机动车发生刮擦、相撞 | 前车车速太快,残缺队列+题库缺图,1,"q_8Yqc7twXbCi8,qi_item_N7Qiy9AntP_o",,
827,如图所示，在距这段路多少米以内的路段不能停放机动车？,5米以内 | 10米以内 | 30米以内 | 50米以内,题库缺图,1,q_fWXqki3Xbufw,,
828,如图所示，在路口直行看到图中信号灯亮时，应尽快加速通过路口，不要停车等待。,正确 | 错误,题库缺图,1,q_-zX4CoGqb4lU,,
829,如图所示，在路口遇到这种情形时怎样做？,停在网状线区域内等待 | 停在路口以外等待 | 跟随前车通过路口 | 停在路口内等待,题库缺图,1,q_q0ZHbf8WbhLh,,
830,如图所示，在路边临时停放机动车是什么违法行为？,在非机动车道停车 | 停车占用机动车道 | 距离路边超过30厘米 | 在有禁停标线路段停车,题库缺图,1,q_jabNKNWnAyHu,,
831,如图所示，在这个位置时怎样使用灯光？,开启左转向灯 | 开启右转向灯 | 开启危险报警闪光灯 | 开启前照灯,题库缺图,1,q_r2ltXiiFCl8J,,
832,如图所示，在这个弯道上行驶时的最高速度不能超过多少？,30公里/小时 | 40公里/小时 | 50公里/小时 | 70公里/小时,题库缺图,1,q_8puIVeFPwGH8,,
833,如图所示，在这个路口可以掉头。,正确 | 错误,题库缺图,1,q_qjXh3_kOK7RM,,
834,如图所示，在这个路段可以掉头。,正确 | 错误,题库缺图,1,q_-tXm-2aMmgPq,,
835,如图所示，在这条公路上行驶的最高速度不能超过多少？,30公里/小时 | 40公里/小时 | 50公里/小时 | 70公里/小时,题库缺图,1,q_54zqcPJrQIpK,,
836,如图所示，在这条城市道路上行驶的最高速度不能超过多少？,30公里/小时 | 40公里/小时 | 50公里/小时 | 70公里/小时,残缺队列+题库缺图,1,"q_kyrreKI-MtAm,qi_item_E-kg2eue2lYM",,
837,如图所示，在这条车道行驶的最低车速是多少？,60公里/小时 | 90公里/小时 | 100公里/小时 | 110公里/小时,题库缺图,1,q_dLK1Um7UkE8o,,
838,如图所示，在这段城市道路上行驶的最高速度不能超过多少？,30公里/小时 | 40公里/小时 | 50公里/小时 | 70公里/小时,题库缺图,1,q_iuiAnJk7UWZp,,
839,如图所示，在这段路的最高时速为每小时50公里。,正确 | 错误,题库缺图,1,q_wgAn-Zo0GHos,,
840,如图所示，在这段道路上一定要减少鸣喇叭的频率。,正确 | 错误,题库缺图,1,q_HtzxcVQnDLMp,,
841,如图所示，在这段道路上不能掉头。,正确 | 错误,题库缺图,1,q_giBHROy3EZMH,,
842,如图所示，在这段道路上可以变更到左侧车道掉头。,正确 | 错误,题库缺图,1,q_nA6zj8aPFFdx,,
843,如图所示，在这段道路上，只要不影响其他车辆通行的前提下可以掉头。,正确 | 错误,题库缺图,1,q_TtChkcfw-X5K,,
844,如图所示，在这种情况下允许借右侧公交车道超车。,正确 | 错误,题库缺图,1,q_OuLLbJO_R_Tz,,
845,如图所示，在这种情况下只要后方没有来车，可以倒车。,正确 | 错误,题库缺图,1,q_iYWsXbraOIgu,,
846,如图所示，在这种情况下直行车辆应停车等待。,正确 | 错误,题库缺图,1,q_xsC6veDP5M2d,,
847,如图所示，在这种情况下跟车行驶，不能使用远光灯的原因是什么？,会影响前车驾驶人的视线 | 不利于看清车前的路况 | 会影响自己的视线 | 不利于看清远方的路况,残缺队列+题库缺图,1,"q__6nOoINozH85,qi_item_GudQa6rq8V5P",,
848,如图所示，在这种情况下通过交叉路口时，不得超车的原因是什么？,路口设有信号灯 | 路口有交通监控设备 | 机动车速度慢，不足以超越前车 | 路口内交通情况复杂，易发生交通事故,残缺队列+题库缺图,1,"q_3kX5TYdlEJrO,qi_item_7fRsAkzTscQl",,
849,如图所示，在这种情况下通过路交替使用远、近光灯的目的是什么？,提示其他交通参与者注意来车 | 准备变更车道 | 超车前提示前车 | 检查灯光是否能正常使用,题库缺图,1,q_TU-JxkDxzkST,,
850,如图所示，在这种情况下通过路口，交替使用远、近光灯的目的是什么？,提示其他交通参与者注意来车 | 准备变更车道 | 超车前提示前车 | 检查灯光是否能正常使用,残缺队列,1,qi_item_7u7EldOxuoQR,,
851,如图所示，在这种情况下遇到红灯交替闪烁时，要尽快通过道口。,正确 | 错误,题库缺图,1,q_CN7dhUC0h-jI,,
852,如图所示，在这种情况下，A车可以向左变更车道。,正确 | 错误,题库缺图,1,q_r0NnqKaFpfSq,,
853,如图所示，在这种情况下，会车时必须减速靠右通过。,正确 | 错误,题库缺图,1,q_5xTN2ytyfXEF,,
854,如图所示，在这种情况下，只要后方、对向无来车，可以掉头。,正确 | 错误,题库缺图,1,q_DkTd0O-Dh_7n,,
855,如图所示，在这种情况下，您应该轻踩制动踏板减速。,正确 | 错误,题库缺图,1,q_xZFkTprwYgzk,,
856,如图所示，在这种情况下，遇右侧车辆变更车道，应减速保持间距，注意避让。,正确 | 错误,题库缺图,1,q_-H7fu_FaP-QI,,
857,如图所示，在这种情况下，遇右断侧车辆变更车道，应减速保持间距，注意避让。,正确 | 错误,题库缺图,1,q_QMnkInAgy_VS,,
858,如图所示，在这种情况下，驾驶机动车要停车让行。,正确 | 错误,题库缺图,1,q_TqY97KQ8Dufm,,
859,如图所示，在这种情况的交叉路口转弯要让直行车先行。,正确 | 错误,题库缺图,1,q_SXoqUSov5MRd,,
860,如图所示，在这种情况的铁路道口要加速通过。,正确 | 错误,题库缺图,1,q_Htk-Fr2zWtAg,,
861,如图所示，在这种路口怎样进行,在人行横道上掉头 | 进入路口后掉头 | 从右侧车道掉头 | 从中心线虚线处掉头,题库缺图,1,q_v5iMMdZLWCcM,,
862,如图所示，在这种路口怎样进行掉头？,在人行横道上掉头 | 进入路口后掉头 | 从右侧车道掉头 | 从中心线虚线处掉头,题库缺图,1,q_R_l2-ZAkiBkW,,
863,如图所示，在这种道路上行驶，应在道路中间通行的主要原因是在道路中间通行速度快。,正确 | 错误,题库缺图,1,q_0_AjGOWS-zB0,,
864,如图所示，在道路与铁路道口遇到一个红灯亮时要停车等待。,正确 | 错误,题库缺图,1,q_9PGhOgYk7d3l,,
865,如图所示，在铁路道口遇到两个红灯交替闪烁时，应确认安全后通过。,正确 | 错误,题库缺图,1,q_Rx5jSjxAhIrF,,
866,如图所示，在高速公路上牵引故障车的做法是否正确？,正确 | 错误,题库缺图,1,q_OD9-uQuUA5Fh,,
867,如图所示，在高速公路同方向三条机动车道最左侧车道行驶，应保持什么车速？,60公里/小时-120公里/小时 | 90公里/小时-120公里/小时 | 100公里/小时-120公里/小时 | 110公里/小时-120公里/小时,残缺队列+题库缺图,1,"q_cVW9USA7O51P,qi_item_ZF4_WhWVDy2R",,
868,如图所示，夜间在窄桥会车时应当使用远光灯。,正确 | 错误,题库缺图,1,q_e_ohAj8Di5JF,,
869,如图所示，夜间在窄桥会车时应怎样使用灯光？,开启危险报警闪光灯 | 开启近光灯 | 关闭前照灯 | 开启远光灯,题库缺图,1,q_Hu1_v487pEy3,,
870,如图所示，夜间驾驶机动车遇对方使用远光灯，无法看清前方路况时，以下做法正确的是什么？,保持行驶方向和车速不变 | 自己也打开远光灯行驶 | 降低车速，谨慎会车 | 加速通过，尽快摆脱眩目光线,残缺队列+题库缺图,1,"q_QRDK0SVkLHAo,qi_item_jevy2OzUbUx4",,
871,如图所示，当与对向车辆有会车可能时，不得超车。,正确 | 错误,题库缺图,1,q_o5StiVvy6-Qx,,
872,如图所示，当您超越右侧车辆时，应该尽快超越，减少并行时间。,正确 | 错误,题库缺图,1,q_GUCDRj_Myc1t,,
873,如图所示，当越过停在人行横道断前的A车时，B车应当减速，准备停车让行。,正确 | 错误,题库缺图,1,q_QJxsYhfJ7Ft7,,
874,如图所示，怎样通过这样的路口？,不减速通过 | 加速尽快通过 | 空挡滑行通过 | 减速或停车观察,题库缺图,1,q_qOFZtPyENZuI,,
875,如图所示，未上坡的车辆遇到这种情况让对向下坡车先行,正确 | 错误,题库缺图,1,q_cnx7X7PQiIAP,,
876,如图所示，未上坡的车辆遇到这种情况让对向下坡车先行。,正确 | 错误,题库缺图,1,q_Y7nRckZbJ6rL,,
877,如图所示，机动车在这样的城市道路上行驶，最高的行驶速度不得超过50公里/小时。,正确 | 错误,题库缺图,1,q_HM2JtARH8oDM,,
878,如图所示，机动车在这样的城市道路上行驶，最高速度不能超过50公里/小时。,正确 | 错误,题库缺图,1,q_zpAHmEtXBon7,,
879,如图所示，机动车在这种道路上通行，在道路中间通行的原因是什么？,给两侧的非机动车和行人留有充足的通行空间 | 在道路中间通行视线好 | 在道路中间通行速度快 | 防止车辆冲出路外,残缺队列+题库缺图,1,"q_JpZ8q9zcvxZ3,qi_item_xyVuvuVtrmGv",,
880,如图所示，机动车行驶至交叉口时的做法是正确的。,正确 | 错误,题库缺图,1,q_-yIiakp-_rYj,,
881,如图所示，校车在最右侧车道停靠上下学生时，以下哪辆车可以通过？,②③ | ② | ③ | ①,题库缺图,1,q_vbDHldYwkqZ9,,
882,如图所示，校车在最右侧车道停靠上下学生时，校车停靠车道后方和相邻机动车道的机动车应停车等待，最左侧车道上的机动车应当减速通过。,正确 | 错误,题库缺图,1,q_3fVax_a9alFX,,
883,如图所示，此车的违法行为是占用应急车道。,正确 | 错误,题库缺图,1,q_ORKB3KahKh3h,,
884,如图所示，红圈中标记车辆使用灯光的方法是正确的。,正确 | 错误,题库缺图,1,q_mxxU4MytzC7f,,
885,如图所示，红圈内开关控制什么？,儿童安全锁 | 车门锁住、开锁 | 电动车门 | 两侧车窗玻璃,残缺队列+题库缺图,1,"q__n3StrpE_qvG,qi_item_JBelC0erX9G_",,
886,如图所示，红圈内指示灯亮，提示发动机舱开启。,正确 | 错误,题库缺图,1,q_PDmwtFzA5Gns,,
887,如图所示，红圈内指示灯亮，提示右侧车门未关闭。,正确 | 错误,题库缺图,1,q_vkGJUN9A-ZiP,,
